,train,val,test
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_005_node_2,,
346,patient_005_node_1,,
347,patient_005_node_4,,
348,patient_005_node_3,,
349,patient_005_node_0,,
350,patient_006_node_0,,
351,patient_006_node_2,,
352,patient_006_node_1,,
353,patient_006_node_4,,
354,patient_006_node_3,,
355,patient_007_node_4,,
356,patient_007_node_3,,
357,patient_007_node_1,,
358,patient_007_node_0,,
359,patient_007_node_2,,
360,patient_008_node_0,,
361,patient_008_node_3,,
362,patient_008_node_2,,
363,patient_008_node_1,,
364,patient_008_node_4,,
365,patient_009_node_0,,
366,patient_009_node_1,,
367,patient_009_node_3,,
368,patient_009_node_2,,
369,patient_009_node_4,,
370,patient_010_node_0,,
371,patient_010_node_3,,
372,patient_010_node_4,,
373,patient_010_node_1,,
374,patient_010_node_2,,
375,patient_014_node_4,,
376,patient_014_node_3,,
377,patient_014_node_2,,
378,patient_014_node_0,,
379,patient_014_node_1,,
380,patient_015_node_3,,
381,patient_015_node_0,,
382,patient_015_node_4,,
383,patient_015_node_2,,
384,patient_015_node_1,,
385,patient_016_node_0,,
386,patient_016_node_2,,
387,patient_016_node_4,,
388,patient_016_node_1,,
389,patient_016_node_3,,
390,patient_017_node_4,,
391,patient_017_node_2,,
392,patient_017_node_3,,
393,patient_017_node_0,,
394,patient_017_node_1,,
395,patient_018_node_2,,
396,patient_018_node_0,,
397,patient_018_node_3,,
398,patient_018_node_4,,
399,patient_018_node_1,,
400,patient_020_node_1,,
401,patient_020_node_3,,
402,patient_020_node_2,,
403,patient_020_node_4,,
404,patient_020_node_0,,
405,patient_022_node_2,,
406,patient_022_node_1,,
407,patient_022_node_3,,
408,patient_022_node_4,,
409,patient_022_node_0,,
410,patient_024_node_0,,
411,patient_024_node_2,,
412,patient_024_node_4,,
413,patient_024_node_1,,
414,patient_024_node_3,,
415,patient_026_node_0,,
416,patient_026_node_3,,
417,patient_026_node_4,,
418,patient_026_node_2,,
419,patient_026_node_1,,
420,patient_027_node_2,,
421,patient_027_node_4,,
422,patient_027_node_3,,
423,patient_027_node_1,,
424,patient_027_node_0,,
425,patient_028_node_1,,
426,patient_028_node_0,,
427,patient_028_node_2,,
428,patient_028_node_3,,
429,patient_028_node_4,,
430,patient_029_node_3,,
431,patient_029_node_4,,
432,patient_029_node_2,,
433,patient_029_node_1,,
434,patient_029_node_0,,
435,patient_030_node_3,,
436,patient_030_node_2,,
437,patient_030_node_1,,
438,patient_030_node_0,,
439,patient_030_node_4,,
440,patient_032_node_1,,
441,patient_032_node_0,,
442,patient_032_node_4,,
443,patient_032_node_2,,
444,patient_032_node_3,,
445,patient_033_node_0,,
446,patient_033_node_2,,
447,patient_033_node_3,,
448,patient_033_node_4,,
449,patient_033_node_1,,
450,patient_034_node_1,,
451,patient_034_node_4,,
452,patient_034_node_3,,
453,patient_034_node_2,,
454,patient_034_node_0,,
455,patient_036_node_4,,
456,patient_036_node_0,,
457,patient_036_node_2,,
458,patient_036_node_3,,
459,patient_036_node_1,,
460,patient_037_node_0,,
461,patient_037_node_1,,
462,patient_037_node_3,,
463,patient_037_node_4,,
464,patient_037_node_2,,
465,patient_039_node_0,,
466,patient_039_node_3,,
467,patient_039_node_1,,
468,patient_039_node_4,,
469,patient_039_node_2,,
470,patient_041_node_1,,
471,patient_041_node_3,,
472,patient_041_node_4,,
473,patient_041_node_2,,
474,patient_041_node_0,,
475,patient_044_node_4,,
476,patient_044_node_2,,
477,patient_044_node_3,,
478,patient_044_node_0,,
479,patient_044_node_1,,
480,patient_045_node_2,,
481,patient_045_node_1,,
482,patient_045_node_3,,
483,patient_045_node_0,,
484,patient_045_node_4,,
485,patient_046_node_4,,
486,patient_046_node_1,,
487,patient_046_node_3,,
488,patient_046_node_0,,
489,patient_046_node_2,,
490,patient_047_node_0,,
491,patient_047_node_3,,
492,patient_047_node_1,,
493,patient_047_node_2,,
494,patient_047_node_4,,
495,patient_048_node_1,,
496,patient_048_node_0,,
497,patient_048_node_4,,
498,patient_048_node_2,,
499,patient_048_node_3,,
500,patient_049_node_3,,
501,patient_049_node_4,,
502,patient_049_node_1,,
503,patient_049_node_0,,
504,patient_049_node_2,,
505,patient_050_node_4,,
506,patient_050_node_0,,
507,patient_050_node_3,,
508,patient_050_node_1,,
509,patient_050_node_2,,
510,patient_051_node_2,,
511,patient_051_node_4,,
512,patient_051_node_0,,
513,patient_051_node_1,,
514,patient_051_node_3,,
515,patient_052_node_4,,
516,patient_052_node_2,,
517,patient_052_node_1,,
518,patient_052_node_0,,
519,patient_052_node_3,,
520,patient_060_node_1,,
521,patient_060_node_2,,
522,patient_060_node_3,,
523,patient_060_node_4,,
524,patient_060_node_0,,
525,patient_061_node_4,,
526,patient_061_node_1,,
527,patient_061_node_0,,
528,patient_061_node_3,,
529,patient_061_node_2,,
530,patient_062_node_0,,
531,patient_062_node_2,,
532,patient_062_node_4,,
533,patient_062_node_1,,
534,patient_062_node_3,,
535,patient_064_node_0,,
536,patient_064_node_4,,
537,patient_064_node_2,,
538,patient_064_node_1,,
539,patient_064_node_3,,
540,patient_066_node_3,,
541,patient_066_node_2,,
542,patient_066_node_0,,
543,patient_066_node_4,,
544,patient_066_node_1,,
545,patient_068_node_4,,
546,patient_068_node_1,,
547,patient_068_node_0,,
548,patient_068_node_2,,
549,patient_068_node_3,,
550,patient_069_node_1,,
551,patient_069_node_3,,
552,patient_069_node_0,,
553,patient_069_node_2,,
554,patient_069_node_4,,
555,patient_072_node_2,,
556,patient_072_node_4,,
557,patient_072_node_1,,
558,patient_072_node_0,,
559,patient_072_node_3,,
560,patient_074_node_2,,
561,patient_074_node_3,,
562,patient_074_node_1,,
563,patient_074_node_4,,
564,patient_074_node_0,,
565,patient_076_node_2,,
566,patient_076_node_4,,
567,patient_076_node_0,,
568,patient_076_node_3,,
569,patient_076_node_1,,
