,train,val,test
118,tumor_043,,
119,normal_065,,
120,tumor_107,,
121,normal_101,,
122,normal_079,,
123,tumor_081,,
124,tumor_034,,
125,normal_031,,
126,tumor_082,,
127,normal_001,,
128,normal_072,,
129,tumor_032,,
130,tumor_046,,
131,normal_024,,
132,tumor_080,,
133,normal_041,,
134,normal_027,,
135,tumor_051,,
136,normal_146,,
137,normal_095,,
138,tumor_056,,
139,tumor_048,,
140,normal_075,,
141,normal_087,,
142,normal_051,,
143,tumor_042,,
144,normal_055,,
145,tumor_111,,
146,normal_083,,
147,normal_113,,
148,tumor_050,,
149,normal_045,,
150,normal_097,,
151,tumor_037,,
152,tumor_092,,
153,normal_009,,
154,tumor_110,,
155,tumor_090,,
156,tumor_039,,
157,tumor_065,,
158,normal_059,,
159,normal_155,,
160,tumor_106,,
161,tumor_109,,
162,tumor_029,,
163,normal_092,,
164,tumor_100,,
165,normal_082,,
166,normal_005,,
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_004_node_4,,
346,patient_004_node_1,,
347,patient_004_node_2,,
348,patient_004_node_3,,
349,patient_004_node_0,,
350,patient_005_node_2,,
351,patient_005_node_1,,
352,patient_005_node_4,,
353,patient_005_node_3,,
354,patient_005_node_0,,
355,patient_006_node_0,,
356,patient_006_node_2,,
357,patient_006_node_1,,
358,patient_006_node_4,,
359,patient_006_node_3,,
360,patient_008_node_0,,
361,patient_008_node_3,,
362,patient_008_node_2,,
363,patient_008_node_1,,
364,patient_008_node_4,,
365,patient_009_node_0,,
366,patient_009_node_1,,
367,patient_009_node_3,,
368,patient_009_node_2,,
369,patient_009_node_4,,
370,patient_012_node_3,,
371,patient_012_node_2,,
372,patient_012_node_1,,
373,patient_012_node_4,,
374,patient_012_node_0,,
375,patient_013_node_4,,
376,patient_013_node_1,,
377,patient_013_node_2,,
378,patient_013_node_3,,
379,patient_013_node_0,,
380,patient_014_node_4,,
381,patient_014_node_3,,
382,patient_014_node_2,,
383,patient_014_node_0,,
384,patient_014_node_1,,
385,patient_015_node_3,,
386,patient_015_node_0,,
387,patient_015_node_4,,
388,patient_015_node_2,,
389,patient_015_node_1,,
390,patient_016_node_0,,
391,patient_016_node_2,,
392,patient_016_node_4,,
393,patient_016_node_1,,
394,patient_016_node_3,,
395,patient_017_node_4,,
396,patient_017_node_2,,
397,patient_017_node_3,,
398,patient_017_node_0,,
399,patient_017_node_1,,
400,patient_018_node_2,,
401,patient_018_node_0,,
402,patient_018_node_3,,
403,patient_018_node_4,,
404,patient_018_node_1,,
405,patient_021_node_2,,
406,patient_021_node_1,,
407,patient_021_node_3,,
408,patient_021_node_4,,
409,patient_021_node_0,,
410,patient_022_node_2,,
411,patient_022_node_1,,
412,patient_022_node_3,,
413,patient_022_node_4,,
414,patient_022_node_0,,
415,patient_024_node_0,,
416,patient_024_node_2,,
417,patient_024_node_4,,
418,patient_024_node_1,,
419,patient_024_node_3,,
420,patient_026_node_0,,
421,patient_026_node_3,,
422,patient_026_node_4,,
423,patient_026_node_2,,
424,patient_026_node_1,,
425,patient_027_node_2,,
426,patient_027_node_4,,
427,patient_027_node_3,,
428,patient_027_node_1,,
429,patient_027_node_0,,
430,patient_028_node_1,,
431,patient_028_node_0,,
432,patient_028_node_2,,
433,patient_028_node_3,,
434,patient_028_node_4,,
435,patient_029_node_3,,
436,patient_029_node_4,,
437,patient_029_node_2,,
438,patient_029_node_1,,
439,patient_029_node_0,,
440,patient_030_node_3,,
441,patient_030_node_2,,
442,patient_030_node_1,,
443,patient_030_node_0,,
444,patient_030_node_4,,
445,patient_032_node_1,,
446,patient_032_node_0,,
447,patient_032_node_4,,
448,patient_032_node_2,,
449,patient_032_node_3,,
450,patient_033_node_0,,
451,patient_033_node_2,,
452,patient_033_node_3,,
453,patient_033_node_4,,
454,patient_033_node_1,,
455,patient_034_node_1,,
456,patient_034_node_4,,
457,patient_034_node_3,,
458,patient_034_node_2,,
459,patient_034_node_0,,
460,patient_036_node_4,,
461,patient_036_node_0,,
462,patient_036_node_2,,
463,patient_036_node_3,,
464,patient_036_node_1,,
465,patient_037_node_0,,
466,patient_037_node_1,,
467,patient_037_node_3,,
468,patient_037_node_4,,
469,patient_037_node_2,,
470,patient_038_node_0,,
471,patient_038_node_3,,
472,patient_038_node_1,,
473,patient_038_node_2,,
474,patient_038_node_4,,
475,patient_039_node_0,,
476,patient_039_node_3,,
477,patient_039_node_1,,
478,patient_039_node_4,,
479,patient_039_node_2,,
480,patient_040_node_4,,
481,patient_040_node_3,,
482,patient_040_node_2,,
483,patient_040_node_0,,
484,patient_040_node_1,,
485,patient_042_node_0,,
486,patient_042_node_1,,
487,patient_042_node_3,,
488,patient_042_node_4,,
489,patient_042_node_2,,
490,patient_044_node_4,,
491,patient_044_node_2,,
492,patient_044_node_3,,
493,patient_044_node_0,,
494,patient_044_node_1,,
495,patient_045_node_2,,
496,patient_045_node_1,,
497,patient_045_node_3,,
498,patient_045_node_0,,
499,patient_045_node_4,,
500,patient_046_node_4,,
501,patient_046_node_1,,
502,patient_046_node_3,,
503,patient_046_node_0,,
504,patient_046_node_2,,
505,patient_049_node_3,,
506,patient_049_node_4,,
507,patient_049_node_1,,
508,patient_049_node_0,,
509,patient_049_node_2,,
510,patient_050_node_4,,
511,patient_050_node_0,,
512,patient_050_node_3,,
513,patient_050_node_1,,
514,patient_050_node_2,,
515,patient_051_node_2,,
516,patient_051_node_4,,
517,patient_051_node_0,,
518,patient_051_node_1,,
519,patient_051_node_3,,
520,patient_052_node_4,,
521,patient_052_node_2,,
522,patient_052_node_1,,
523,patient_052_node_0,,
524,patient_052_node_3,,
525,patient_061_node_4,,
526,patient_061_node_1,,
527,patient_061_node_0,,
528,patient_061_node_3,,
529,patient_061_node_2,,
530,patient_062_node_0,,
531,patient_062_node_2,,
532,patient_062_node_4,,
533,patient_062_node_1,,
534,patient_062_node_3,,
535,patient_063_node_0,,
536,patient_063_node_2,,
537,patient_063_node_1,,
538,patient_063_node_4,,
539,patient_063_node_3,,
540,patient_065_node_0,,
541,patient_065_node_3,,
542,patient_065_node_4,,
543,patient_065_node_2,,
544,patient_065_node_1,,
545,patient_066_node_3,,
546,patient_066_node_2,,
547,patient_066_node_0,,
548,patient_066_node_4,,
549,patient_066_node_1,,
550,patient_067_node_1,,
551,patient_067_node_0,,
552,patient_067_node_4,,
553,patient_067_node_2,,
554,patient_067_node_3,,
555,patient_068_node_4,,
556,patient_068_node_1,,
557,patient_068_node_0,,
558,patient_068_node_2,,
559,patient_068_node_3,,
560,patient_070_node_1,,
561,patient_070_node_4,,
562,patient_070_node_3,,
563,patient_070_node_0,,
564,patient_070_node_2,,
565,patient_072_node_2,,
566,patient_072_node_4,,
567,patient_072_node_1,,
568,patient_072_node_0,,
569,patient_072_node_3,,
