,train,val,test
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_007_node_4,,
346,patient_007_node_3,,
347,patient_007_node_1,,
348,patient_007_node_0,,
349,patient_007_node_2,,
350,patient_010_node_0,,
351,patient_010_node_3,,
352,patient_010_node_4,,
353,patient_010_node_1,,
354,patient_010_node_2,,
355,patient_011_node_1,,
356,patient_011_node_2,,
357,patient_011_node_3,,
358,patient_011_node_0,,
359,patient_011_node_4,,
360,patient_012_node_3,,
361,patient_012_node_2,,
362,patient_012_node_1,,
363,patient_012_node_4,,
364,patient_012_node_0,,
365,patient_013_node_4,,
366,patient_013_node_1,,
367,patient_013_node_2,,
368,patient_013_node_3,,
369,patient_013_node_0,,
370,patient_016_node_0,,
371,patient_016_node_2,,
372,patient_016_node_4,,
373,patient_016_node_1,,
374,patient_016_node_3,,
375,patient_018_node_2,,
376,patient_018_node_0,,
377,patient_018_node_3,,
378,patient_018_node_4,,
379,patient_018_node_1,,
380,patient_019_node_1,,
381,patient_019_node_4,,
382,patient_019_node_3,,
383,patient_019_node_2,,
384,patient_019_node_0,,
385,patient_021_node_2,,
386,patient_021_node_1,,
387,patient_021_node_3,,
388,patient_021_node_4,,
389,patient_021_node_0,,
390,patient_022_node_2,,
391,patient_022_node_1,,
392,patient_022_node_3,,
393,patient_022_node_4,,
394,patient_022_node_0,,
395,patient_026_node_0,,
396,patient_026_node_3,,
397,patient_026_node_4,,
398,patient_026_node_2,,
399,patient_026_node_1,,
400,patient_027_node_2,,
401,patient_027_node_4,,
402,patient_027_node_3,,
403,patient_027_node_1,,
404,patient_027_node_0,,
405,patient_028_node_1,,
406,patient_028_node_0,,
407,patient_028_node_2,,
408,patient_028_node_3,,
409,patient_028_node_4,,
410,patient_029_node_3,,
411,patient_029_node_4,,
412,patient_029_node_2,,
413,patient_029_node_1,,
414,patient_029_node_0,,
415,patient_030_node_3,,
416,patient_030_node_2,,
417,patient_030_node_1,,
418,patient_030_node_0,,
419,patient_030_node_4,,
420,patient_032_node_1,,
421,patient_032_node_0,,
422,patient_032_node_4,,
423,patient_032_node_2,,
424,patient_032_node_3,,
425,patient_033_node_0,,
426,patient_033_node_2,,
427,patient_033_node_3,,
428,patient_033_node_4,,
429,patient_033_node_1,,
430,patient_034_node_1,,
431,patient_034_node_4,,
432,patient_034_node_3,,
433,patient_034_node_2,,
434,patient_034_node_0,,
435,patient_036_node_4,,
436,patient_036_node_0,,
437,patient_036_node_2,,
438,patient_036_node_3,,
439,patient_036_node_1,,
440,patient_037_node_0,,
441,patient_037_node_1,,
442,patient_037_node_3,,
443,patient_037_node_4,,
444,patient_037_node_2,,
445,patient_038_node_0,,
446,patient_038_node_3,,
447,patient_038_node_1,,
448,patient_038_node_2,,
449,patient_038_node_4,,
450,patient_040_node_4,,
451,patient_040_node_3,,
452,patient_040_node_2,,
453,patient_040_node_0,,
454,patient_040_node_1,,
455,patient_041_node_1,,
456,patient_041_node_3,,
457,patient_041_node_4,,
458,patient_041_node_2,,
459,patient_041_node_0,,
460,patient_042_node_0,,
461,patient_042_node_1,,
462,patient_042_node_3,,
463,patient_042_node_4,,
464,patient_042_node_2,,
465,patient_045_node_2,,
466,patient_045_node_1,,
467,patient_045_node_3,,
468,patient_045_node_0,,
469,patient_045_node_4,,
470,patient_046_node_4,,
471,patient_046_node_1,,
472,patient_046_node_3,,
473,patient_046_node_0,,
474,patient_046_node_2,,
475,patient_047_node_0,,
476,patient_047_node_3,,
477,patient_047_node_1,,
478,patient_047_node_2,,
479,patient_047_node_4,,
480,patient_048_node_1,,
481,patient_048_node_0,,
482,patient_048_node_4,,
483,patient_048_node_2,,
484,patient_048_node_3,,
485,patient_049_node_3,,
486,patient_049_node_4,,
487,patient_049_node_1,,
488,patient_049_node_0,,
489,patient_049_node_2,,
490,patient_051_node_2,,
491,patient_051_node_4,,
492,patient_051_node_0,,
493,patient_051_node_1,,
494,patient_051_node_3,,
495,patient_060_node_1,,
496,patient_060_node_2,,
497,patient_060_node_3,,
498,patient_060_node_4,,
499,patient_060_node_0,,
500,patient_061_node_4,,
501,patient_061_node_1,,
502,patient_061_node_0,,
503,patient_061_node_3,,
504,patient_061_node_2,,
505,patient_062_node_0,,
506,patient_062_node_2,,
507,patient_062_node_4,,
508,patient_062_node_1,,
509,patient_062_node_3,,
510,patient_064_node_0,,
511,patient_064_node_4,,
512,patient_064_node_2,,
513,patient_064_node_1,,
514,patient_064_node_3,,
515,patient_065_node_0,,
516,patient_065_node_3,,
517,patient_065_node_4,,
518,patient_065_node_2,,
519,patient_065_node_1,,
520,patient_066_node_3,,
521,patient_066_node_2,,
522,patient_066_node_0,,
523,patient_066_node_4,,
524,patient_066_node_1,,
525,patient_067_node_1,,
526,patient_067_node_0,,
527,patient_067_node_4,,
528,patient_067_node_2,,
529,patient_067_node_3,,
530,patient_068_node_4,,
531,patient_068_node_1,,
532,patient_068_node_0,,
533,patient_068_node_2,,
534,patient_068_node_3,,
535,patient_069_node_1,,
536,patient_069_node_3,,
537,patient_069_node_0,,
538,patient_069_node_2,,
539,patient_069_node_4,,
540,patient_070_node_1,,
541,patient_070_node_4,,
542,patient_070_node_3,,
543,patient_070_node_0,,
544,patient_070_node_2,,
545,patient_072_node_2,,
546,patient_072_node_4,,
547,patient_072_node_1,,
548,patient_072_node_0,,
549,patient_072_node_3,,
550,patient_073_node_0,,
551,patient_073_node_4,,
552,patient_073_node_2,,
553,patient_073_node_1,,
554,patient_073_node_3,,
555,patient_074_node_2,,
556,patient_074_node_3,,
557,patient_074_node_1,,
558,patient_074_node_4,,
559,patient_074_node_0,,
560,patient_075_node_3,,
561,patient_075_node_1,,
562,patient_075_node_2,,
563,patient_075_node_4,,
564,patient_075_node_0,,
565,patient_076_node_2,,
566,patient_076_node_4,,
567,patient_076_node_0,,
568,patient_076_node_3,,
569,patient_076_node_1,,
