,train,val,test
96,normal_007,,
97,normal_147,,
98,normal_032,,
99,normal_017,,
100,normal_123,,
101,tumor_066,,
102,normal_154,,
103,normal_004,,
104,normal_098,,
105,normal_012,,
106,normal_071,,
107,tumor_055,,
108,normal_157,,
109,normal_006,,
110,tumor_061,,
111,normal_039,,
112,normal_150,,
113,tumor_069,,
114,normal_131,,
115,tumor_057,,
116,normal_119,,
117,tumor_009,,
118,tumor_043,,
119,normal_065,,
120,tumor_107,,
121,normal_101,,
122,normal_079,,
123,tumor_081,,
124,tumor_034,,
125,normal_031,,
126,tumor_082,,
127,normal_001,,
128,normal_072,,
129,tumor_032,,
130,tumor_046,,
131,normal_024,,
132,tumor_080,,
133,normal_041,,
134,normal_027,,
135,tumor_051,,
136,normal_146,,
137,normal_095,,
138,tumor_056,,
139,tumor_048,,
140,normal_075,,
141,normal_087,,
142,normal_051,,
143,tumor_042,,
144,normal_055,,
145,tumor_111,,
146,normal_083,,
147,normal_113,,
148,tumor_050,,
149,normal_045,,
150,normal_097,,
151,tumor_037,,
152,tumor_092,,
153,normal_009,,
154,tumor_110,,
155,tumor_090,,
156,tumor_039,,
157,tumor_065,,
158,normal_059,,
159,normal_155,,
160,tumor_106,,
161,tumor_109,,
162,tumor_029,,
163,normal_092,,
164,tumor_100,,
165,normal_082,,
166,normal_005,,
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_004_node_4,,
346,patient_004_node_1,,
347,patient_004_node_2,,
348,patient_004_node_3,,
349,patient_004_node_0,,
350,patient_005_node_2,,
351,patient_005_node_1,,
352,patient_005_node_4,,
353,patient_005_node_3,,
354,patient_005_node_0,,
355,patient_006_node_0,,
356,patient_006_node_2,,
357,patient_006_node_1,,
358,patient_006_node_4,,
359,patient_006_node_3,,
360,patient_007_node_4,,
361,patient_007_node_3,,
362,patient_007_node_1,,
363,patient_007_node_0,,
364,patient_007_node_2,,
365,patient_008_node_0,,
366,patient_008_node_3,,
367,patient_008_node_2,,
368,patient_008_node_1,,
369,patient_008_node_4,,
370,patient_009_node_0,,
371,patient_009_node_1,,
372,patient_009_node_3,,
373,patient_009_node_2,,
374,patient_009_node_4,,
375,patient_010_node_0,,
376,patient_010_node_3,,
377,patient_010_node_4,,
378,patient_010_node_1,,
379,patient_010_node_2,,
380,patient_012_node_3,,
381,patient_012_node_2,,
382,patient_012_node_1,,
383,patient_012_node_4,,
384,patient_012_node_0,,
385,patient_013_node_4,,
386,patient_013_node_1,,
387,patient_013_node_2,,
388,patient_013_node_3,,
389,patient_013_node_0,,
390,patient_014_node_4,,
391,patient_014_node_3,,
392,patient_014_node_2,,
393,patient_014_node_0,,
394,patient_014_node_1,,
395,patient_015_node_3,,
396,patient_015_node_0,,
397,patient_015_node_4,,
398,patient_015_node_2,,
399,patient_015_node_1,,
400,patient_016_node_0,,
401,patient_016_node_2,,
402,patient_016_node_4,,
403,patient_016_node_1,,
404,patient_016_node_3,,
405,patient_017_node_4,,
406,patient_017_node_2,,
407,patient_017_node_3,,
408,patient_017_node_0,,
409,patient_017_node_1,,
410,patient_018_node_2,,
411,patient_018_node_0,,
412,patient_018_node_3,,
413,patient_018_node_4,,
414,patient_018_node_1,,
415,patient_019_node_1,,
416,patient_019_node_4,,
417,patient_019_node_3,,
418,patient_019_node_2,,
419,patient_019_node_0,,
420,patient_020_node_1,,
421,patient_020_node_3,,
422,patient_020_node_2,,
423,patient_020_node_4,,
424,patient_020_node_0,,
425,patient_021_node_2,,
426,patient_021_node_1,,
427,patient_021_node_3,,
428,patient_021_node_4,,
429,patient_021_node_0,,
430,patient_024_node_0,,
431,patient_024_node_2,,
432,patient_024_node_4,,
433,patient_024_node_1,,
434,patient_024_node_3,,
435,patient_026_node_0,,
436,patient_026_node_3,,
437,patient_026_node_4,,
438,patient_026_node_2,,
439,patient_026_node_1,,
440,patient_027_node_2,,
441,patient_027_node_4,,
442,patient_027_node_3,,
443,patient_027_node_1,,
444,patient_027_node_0,,
445,patient_028_node_1,,
446,patient_028_node_0,,
447,patient_028_node_2,,
448,patient_028_node_3,,
449,patient_028_node_4,,
450,patient_029_node_3,,
451,patient_029_node_4,,
452,patient_029_node_2,,
453,patient_029_node_1,,
454,patient_029_node_0,,
455,patient_030_node_3,,
456,patient_030_node_2,,
457,patient_030_node_1,,
458,patient_030_node_0,,
459,patient_030_node_4,,
460,patient_032_node_1,,
461,patient_032_node_0,,
462,patient_032_node_4,,
463,patient_032_node_2,,
464,patient_032_node_3,,
465,patient_033_node_0,,
466,patient_033_node_2,,
467,patient_033_node_3,,
468,patient_033_node_4,,
469,patient_033_node_1,,
470,patient_036_node_4,,
471,patient_036_node_0,,
472,patient_036_node_2,,
473,patient_036_node_3,,
474,patient_036_node_1,,
475,patient_037_node_0,,
476,patient_037_node_1,,
477,patient_037_node_3,,
478,patient_037_node_4,,
479,patient_037_node_2,,
480,patient_039_node_0,,
481,patient_039_node_3,,
482,patient_039_node_1,,
483,patient_039_node_4,,
484,patient_039_node_2,,
485,patient_040_node_4,,
486,patient_040_node_3,,
487,patient_040_node_2,,
488,patient_040_node_0,,
489,patient_040_node_1,,
490,patient_041_node_1,,
491,patient_041_node_3,,
492,patient_041_node_4,,
493,patient_041_node_2,,
494,patient_041_node_0,,
495,patient_042_node_0,,
496,patient_042_node_1,,
497,patient_042_node_3,,
498,patient_042_node_4,,
499,patient_042_node_2,,
500,patient_044_node_4,,
501,patient_044_node_2,,
502,patient_044_node_3,,
503,patient_044_node_0,,
504,patient_044_node_1,,
505,patient_045_node_2,,
506,patient_045_node_1,,
507,patient_045_node_3,,
508,patient_045_node_0,,
509,patient_045_node_4,,
510,patient_048_node_1,,
511,patient_048_node_0,,
512,patient_048_node_4,,
513,patient_048_node_2,,
514,patient_048_node_3,,
515,patient_050_node_4,,
516,patient_050_node_0,,
517,patient_050_node_3,,
518,patient_050_node_1,,
519,patient_050_node_2,,
520,patient_051_node_2,,
521,patient_051_node_4,,
522,patient_051_node_0,,
523,patient_051_node_1,,
524,patient_051_node_3,,
525,patient_052_node_4,,
526,patient_052_node_2,,
527,patient_052_node_1,,
528,patient_052_node_0,,
529,patient_052_node_3,,
530,patient_060_node_1,,
531,patient_060_node_2,,
532,patient_060_node_3,,
533,patient_060_node_4,,
534,patient_060_node_0,,
535,patient_062_node_0,,
536,patient_062_node_2,,
537,patient_062_node_4,,
538,patient_062_node_1,,
539,patient_062_node_3,,
540,patient_063_node_0,,
541,patient_063_node_2,,
542,patient_063_node_1,,
543,patient_063_node_4,,
544,patient_063_node_3,,
545,patient_064_node_0,,
546,patient_064_node_4,,
547,patient_064_node_2,,
548,patient_064_node_1,,
549,patient_064_node_3,,
550,patient_067_node_1,,
551,patient_067_node_0,,
552,patient_067_node_4,,
553,patient_067_node_2,,
554,patient_067_node_3,,
555,patient_068_node_4,,
556,patient_068_node_1,,
557,patient_068_node_0,,
558,patient_068_node_2,,
559,patient_068_node_3,,
560,patient_069_node_1,,
561,patient_069_node_3,,
562,patient_069_node_0,,
563,patient_069_node_2,,
564,patient_069_node_4,,
565,patient_070_node_1,,
566,patient_070_node_4,,
567,patient_070_node_3,,
568,patient_070_node_0,,
569,patient_070_node_2,,
