,train,val,test
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_004_node_4,,
346,patient_004_node_1,,
347,patient_004_node_2,,
348,patient_004_node_3,,
349,patient_004_node_0,,
350,patient_006_node_0,,
351,patient_006_node_2,,
352,patient_006_node_1,,
353,patient_006_node_4,,
354,patient_006_node_3,,
355,patient_007_node_4,,
356,patient_007_node_3,,
357,patient_007_node_1,,
358,patient_007_node_0,,
359,patient_007_node_2,,
360,patient_008_node_0,,
361,patient_008_node_3,,
362,patient_008_node_2,,
363,patient_008_node_1,,
364,patient_008_node_4,,
365,patient_009_node_0,,
366,patient_009_node_1,,
367,patient_009_node_3,,
368,patient_009_node_2,,
369,patient_009_node_4,,
370,patient_010_node_0,,
371,patient_010_node_3,,
372,patient_010_node_4,,
373,patient_010_node_1,,
374,patient_010_node_2,,
375,patient_011_node_1,,
376,patient_011_node_2,,
377,patient_011_node_3,,
378,patient_011_node_0,,
379,patient_011_node_4,,
380,patient_012_node_3,,
381,patient_012_node_2,,
382,patient_012_node_1,,
383,patient_012_node_4,,
384,patient_012_node_0,,
385,patient_013_node_4,,
386,patient_013_node_1,,
387,patient_013_node_2,,
388,patient_013_node_3,,
389,patient_013_node_0,,
390,patient_015_node_3,,
391,patient_015_node_0,,
392,patient_015_node_4,,
393,patient_015_node_2,,
394,patient_015_node_1,,
395,patient_016_node_0,,
396,patient_016_node_2,,
397,patient_016_node_4,,
398,patient_016_node_1,,
399,patient_016_node_3,,
400,patient_017_node_4,,
401,patient_017_node_2,,
402,patient_017_node_3,,
403,patient_017_node_0,,
404,patient_017_node_1,,
405,patient_018_node_2,,
406,patient_018_node_0,,
407,patient_018_node_3,,
408,patient_018_node_4,,
409,patient_018_node_1,,
410,patient_020_node_1,,
411,patient_020_node_3,,
412,patient_020_node_2,,
413,patient_020_node_4,,
414,patient_020_node_0,,
415,patient_024_node_0,,
416,patient_024_node_2,,
417,patient_024_node_4,,
418,patient_024_node_1,,
419,patient_024_node_3,,
420,patient_026_node_0,,
421,patient_026_node_3,,
422,patient_026_node_4,,
423,patient_026_node_2,,
424,patient_026_node_1,,
425,patient_028_node_1,,
426,patient_028_node_0,,
427,patient_028_node_2,,
428,patient_028_node_3,,
429,patient_028_node_4,,
430,patient_030_node_3,,
431,patient_030_node_2,,
432,patient_030_node_1,,
433,patient_030_node_0,,
434,patient_030_node_4,,
435,patient_032_node_1,,
436,patient_032_node_0,,
437,patient_032_node_4,,
438,patient_032_node_2,,
439,patient_032_node_3,,
440,patient_033_node_0,,
441,patient_033_node_2,,
442,patient_033_node_3,,
443,patient_033_node_4,,
444,patient_033_node_1,,
445,patient_038_node_0,,
446,patient_038_node_3,,
447,patient_038_node_1,,
448,patient_038_node_2,,
449,patient_038_node_4,,
450,patient_039_node_0,,
451,patient_039_node_3,,
452,patient_039_node_1,,
453,patient_039_node_4,,
454,patient_039_node_2,,
455,patient_040_node_4,,
456,patient_040_node_3,,
457,patient_040_node_2,,
458,patient_040_node_0,,
459,patient_040_node_1,,
460,patient_041_node_1,,
461,patient_041_node_3,,
462,patient_041_node_4,,
463,patient_041_node_2,,
464,patient_041_node_0,,
465,patient_042_node_0,,
466,patient_042_node_1,,
467,patient_042_node_3,,
468,patient_042_node_4,,
469,patient_042_node_2,,
470,patient_044_node_4,,
471,patient_044_node_2,,
472,patient_044_node_3,,
473,patient_044_node_0,,
474,patient_044_node_1,,
475,patient_045_node_2,,
476,patient_045_node_1,,
477,patient_045_node_3,,
478,patient_045_node_0,,
479,patient_045_node_4,,
480,patient_046_node_4,,
481,patient_046_node_1,,
482,patient_046_node_3,,
483,patient_046_node_0,,
484,patient_046_node_2,,
485,patient_047_node_0,,
486,patient_047_node_3,,
487,patient_047_node_1,,
488,patient_047_node_2,,
489,patient_047_node_4,,
490,patient_048_node_1,,
491,patient_048_node_0,,
492,patient_048_node_4,,
493,patient_048_node_2,,
494,patient_048_node_3,,
495,patient_049_node_3,,
496,patient_049_node_4,,
497,patient_049_node_1,,
498,patient_049_node_0,,
499,patient_049_node_2,,
500,patient_050_node_4,,
501,patient_050_node_0,,
502,patient_050_node_3,,
503,patient_050_node_1,,
504,patient_050_node_2,,
505,patient_051_node_2,,
506,patient_051_node_4,,
507,patient_051_node_0,,
508,patient_051_node_1,,
509,patient_051_node_3,,
510,patient_052_node_4,,
511,patient_052_node_2,,
512,patient_052_node_1,,
513,patient_052_node_0,,
514,patient_052_node_3,,
515,patient_060_node_1,,
516,patient_060_node_2,,
517,patient_060_node_3,,
518,patient_060_node_4,,
519,patient_060_node_0,,
520,patient_061_node_4,,
521,patient_061_node_1,,
522,patient_061_node_0,,
523,patient_061_node_3,,
524,patient_061_node_2,,
525,patient_062_node_0,,
526,patient_062_node_2,,
527,patient_062_node_4,,
528,patient_062_node_1,,
529,patient_062_node_3,,
530,patient_063_node_0,,
531,patient_063_node_2,,
532,patient_063_node_1,,
533,patient_063_node_4,,
534,patient_063_node_3,,
535,patient_064_node_0,,
536,patient_064_node_4,,
537,patient_064_node_2,,
538,patient_064_node_1,,
539,patient_064_node_3,,
540,patient_065_node_0,,
541,patient_065_node_3,,
542,patient_065_node_4,,
543,patient_065_node_2,,
544,patient_065_node_1,,
545,patient_066_node_3,,
546,patient_066_node_2,,
547,patient_066_node_0,,
548,patient_066_node_4,,
549,patient_066_node_1,,
550,patient_067_node_1,,
551,patient_067_node_0,,
552,patient_067_node_4,,
553,patient_067_node_2,,
554,patient_067_node_3,,
555,patient_068_node_4,,
556,patient_068_node_1,,
557,patient_068_node_0,,
558,patient_068_node_2,,
559,patient_068_node_3,,
560,patient_070_node_1,,
561,patient_070_node_4,,
562,patient_070_node_3,,
563,patient_070_node_0,,
564,patient_070_node_2,,
565,patient_073_node_0,,
566,patient_073_node_4,,
567,patient_073_node_2,,
568,patient_073_node_1,,
569,patient_073_node_3,,
