,train,val,test
patient_034_node_0,True,False,False
patient_034_node_1,True,False,False
patient_034_node_2,True,False,False
patient_034_node_3,True,False,False
patient_034_node_4,True,False,False
patient_036_node_0,True,False,False
patient_036_node_1,True,False,False
patient_036_node_2,True,False,False
patient_036_node_3,True,False,False
patient_036_node_4,True,False,False
patient_037_node_0,True,False,False
patient_037_node_1,True,False,False
patient_037_node_2,True,False,False
patient_037_node_3,True,False,False
patient_037_node_4,True,False,False
patient_038_node_0,True,False,False
patient_038_node_1,True,False,False
patient_038_node_2,True,False,False
patient_038_node_3,True,False,False
patient_038_node_4,True,False,False
patient_039_node_0,True,False,False
patient_039_node_1,True,False,False
patient_039_node_2,True,False,False
patient_039_node_3,True,False,False
patient_039_node_4,True,False,False
patient_040_node_0,True,False,False
patient_040_node_1,True,False,False
patient_040_node_2,True,False,False
patient_040_node_3,True,False,False
patient_040_node_4,True,False,False
patient_042_node_0,True,False,False
patient_042_node_1,True,False,False
patient_042_node_2,True,False,False
patient_042_node_3,True,False,False
patient_042_node_4,True,False,False
patient_044_node_0,True,False,False
patient_044_node_1,True,False,False
patient_044_node_2,True,False,False
patient_044_node_3,True,False,False
patient_044_node_4,True,False,False
patient_045_node_0,True,False,False
patient_045_node_1,True,False,False
patient_045_node_2,True,False,False
patient_045_node_3,True,False,False
patient_045_node_4,True,False,False
patient_046_node_0,True,False,False
patient_046_node_1,True,False,False
patient_046_node_2,True,False,False
patient_046_node_3,True,False,False
patient_046_node_4,True,False,False
patient_048_node_0,True,False,False
patient_048_node_1,True,False,False
patient_048_node_2,True,False,False
patient_048_node_3,True,False,False
patient_048_node_4,True,False,False
patient_049_node_0,True,False,False
patient_049_node_1,True,False,False
patient_049_node_2,True,False,False
patient_049_node_3,True,False,False
patient_049_node_4,True,False,False
patient_051_node_0,True,False,False
patient_051_node_1,True,False,False
patient_051_node_2,True,False,False
patient_051_node_3,True,False,False
patient_051_node_4,True,False,False
patient_052_node_0,True,False,False
patient_052_node_1,True,False,False
patient_052_node_2,True,False,False
patient_052_node_3,True,False,False
patient_052_node_4,True,False,False
patient_060_node_0,True,False,False
patient_060_node_1,True,False,False
patient_060_node_2,True,False,False
patient_060_node_3,True,False,False
patient_060_node_4,True,False,False
patient_062_node_0,True,False,False
patient_062_node_1,True,False,False
patient_062_node_2,True,False,False
patient_062_node_3,True,False,False
patient_062_node_4,True,False,False
patient_063_node_0,True,False,False
patient_063_node_1,True,False,False
patient_063_node_2,True,False,False
patient_063_node_3,True,False,False
patient_063_node_4,True,False,False
patient_065_node_0,True,False,False
patient_065_node_1,True,False,False
patient_065_node_2,True,False,False
patient_065_node_3,True,False,False
patient_065_node_4,True,False,False
patient_066_node_0,True,False,False
patient_066_node_1,True,False,False
patient_066_node_2,True,False,False
patient_066_node_3,True,False,False
patient_066_node_4,True,False,False
patient_067_node_0,True,False,False
patient_067_node_1,True,False,False
patient_067_node_2,True,False,False
patient_067_node_3,True,False,False
patient_067_node_4,True,False,False
patient_069_node_0,True,False,False
patient_069_node_1,True,False,False
patient_069_node_2,True,False,False
patient_069_node_3,True,False,False
patient_069_node_4,True,False,False
patient_070_node_0,True,False,False
patient_070_node_1,True,False,False
patient_070_node_2,True,False,False
patient_070_node_3,True,False,False
patient_070_node_4,True,False,False
patient_073_node_0,True,False,False
patient_073_node_1,True,False,False
patient_073_node_2,True,False,False
patient_073_node_3,True,False,False
patient_073_node_4,True,False,False
patient_074_node_0,True,False,False
patient_074_node_1,True,False,False
patient_074_node_2,True,False,False
patient_074_node_3,True,False,False
patient_074_node_4,True,False,False
patient_090_node_0,False,True,False
patient_090_node_1,False,True,False
patient_090_node_2,False,True,False
patient_090_node_3,False,True,False
patient_090_node_4,False,True,False
patient_056_node_0,False,True,False
patient_056_node_1,False,True,False
patient_056_node_2,False,True,False
patient_056_node_3,False,True,False
patient_056_node_4,False,True,False
patient_064_node_0,False,True,False
patient_064_node_1,False,True,False
patient_064_node_2,False,True,False
patient_064_node_3,False,True,False
patient_064_node_4,False,True,False
patient_089_node_0,False,True,False
patient_089_node_1,False,True,False
patient_089_node_2,False,True,False
patient_089_node_3,False,True,False
patient_089_node_4,False,True,False
patient_026_node_0,False,True,False
patient_026_node_1,False,True,False
patient_026_node_2,False,True,False
patient_026_node_3,False,True,False
patient_026_node_4,False,True,False
patient_094_node_0,False,True,False
patient_094_node_1,False,True,False
patient_094_node_2,False,True,False
patient_094_node_3,False,True,False
patient_094_node_4,False,True,False
patient_005_node_0,False,True,False
patient_005_node_1,False,True,False
patient_005_node_2,False,True,False
patient_005_node_3,False,True,False
patient_005_node_4,False,True,False
patient_050_node_0,False,True,False
patient_050_node_1,False,True,False
patient_050_node_2,False,True,False
patient_050_node_3,False,True,False
patient_050_node_4,False,True,False
patient_041_node_0,False,True,False
patient_041_node_1,False,True,False
patient_041_node_2,False,True,False
patient_041_node_3,False,True,False
patient_041_node_4,False,True,False
patient_061_node_0,False,True,False
patient_061_node_1,False,True,False
patient_061_node_2,False,True,False
patient_061_node_3,False,True,False
patient_061_node_4,False,True,False
patient_035_node_0,False,False,True
patient_035_node_1,False,False,True
patient_035_node_2,False,False,True
patient_035_node_3,False,False,True
patient_035_node_4,False,False,True
patient_031_node_0,False,False,True
patient_031_node_1,False,False,True
patient_031_node_2,False,False,True
patient_031_node_3,False,False,True
patient_031_node_4,False,False,True
patient_072_node_0,False,False,True
patient_072_node_1,False,False,True
patient_072_node_2,False,False,True
patient_072_node_3,False,False,True
patient_072_node_4,False,False,True
patient_068_node_0,False,False,True
patient_068_node_1,False,False,True
patient_068_node_2,False,False,True
patient_068_node_3,False,False,True
patient_068_node_4,False,False,True
patient_022_node_0,False,False,True
patient_022_node_1,False,False,True
patient_022_node_2,False,False,True
patient_022_node_3,False,False,True
patient_022_node_4,False,False,True
patient_047_node_0,False,False,True
patient_047_node_1,False,False,True
patient_047_node_2,False,False,True
patient_047_node_3,False,False,True
patient_047_node_4,False,False,True
patient_029_node_0,False,False,True
patient_029_node_1,False,False,True
patient_029_node_2,False,False,True
patient_029_node_3,False,False,True
patient_029_node_4,False,False,True
patient_076_node_0,False,False,True
patient_076_node_1,False,False,True
patient_076_node_2,False,False,True
patient_076_node_3,False,False,True
patient_076_node_4,False,False,True
patient_019_node_0,False,False,True
patient_019_node_1,False,False,True
patient_019_node_2,False,False,True
patient_019_node_3,False,False,True
patient_019_node_4,False,False,True
patient_016_node_0,False,False,True
patient_016_node_1,False,False,True
patient_016_node_2,False,False,True
patient_016_node_3,False,False,True
patient_016_node_4,False,False,True
